sk_customer,sk_product,sk_region,sk_shipping,Sales,Quantity,Discount,Profit
272,1118,106,727,434.352,3,0.2,43.4352
272,1119,106,727,3.552,2,0.2,0.444
272,1120,106,727,88.832,4,0.2,7.7728
525,1121,83,728,1048.35,5,0.4,-69.89
245,1082,29,729,100.0,4,0.0,21.0
245,715,29,729,7.83,3,0.0,3.6018
471,1122,307,139,96.256,8,0.2,31.2832
471,130,307,139,10.688,2,0.2,3.7408
110,429,177,730,338.04,3,0.2,-33.804
110,283,177,730,154.24,4,0.2,17.352
166,1123,223,731,34.848,2,0.2,6.534
166,903,223,731,22.0,5,0.2,1.375
166,7,223,731,4.368,3,0.2,0.3822
107,475,35,732,31.44,3,0.0,8.4888
107,1054,35,732,17.9,2,0.0,3.401
107,1124,35,732,129.45,5,0.0,46.602
526,957,89,140,20.88,8,0.0,9.6048
499,1125,12,644,20.736,4,0.2,7.2576
499,1084,12,644,7.168,2,0.2,0.9856
499,706,12,644,11.168,2,0.2,-2.5128
499,557,12,644,442.4,7,0.2,-55.3
299,160,145,733,13.36,2,0.0,4.9432
192,611,223,734,11.232,8,0.7,-8.2368
192,1126,223,734,10.272,3,0.2,3.21
527,730,15,735,10.368,2,0.2,3.6288
527,1036,15,735,6.24,3,0.2,0.546
247,1127,66,664,206.962,2,0.3,-32.5226
528,285,233,736,9.46,2,0.0,3.6894
101,828,35,737,559.62,9,0.0,151.0974
101,1093,35,737,109.92,2,0.0,53.8608
101,1128,35,737,8.56,2,0.0,3.852
500,846,7,738,360.712,11,0.2,130.7581
500,1129,7,738,1718.4,6,0.2,150.36
360,1012,15,739,41.568,6,0.8,-66.5088
529,832,15,740,46.864,2,0.2,7.6154
470,361,106,741,19.536,3,0.2,4.884
152,1130,189,732,411.332,4,0.15,-4.8392
152,1131,189,732,28.752,6,0.2,9.7038
152,1132,189,732,293.199,3,0.15,-20.6964
530,356,304,742,35.06,2,0.0,10.518
530,623,304,742,4.13,1,0.0,1.8998
530,1133,304,742,109.8,9,0.0,46.116
530,1134,304,742,9.82,2,0.0,4.8118
531,49,308,743,7.644,4,0.7,-5.8604
531,143,308,743,51.465,5,0.7,-39.4565
35,487,177,567,6.976,4,0.2,-1.3952
35,45,177,567,12.222,7,0.8,-20.1663
56,861,37,744,97.984,2,0.2,-24.496
56,199,37,744,62.4,6,0.2,19.5
502,1135,309,745,20.86,2,0.0,9.387
502,1136,309,745,497.61,9,0.0,129.3786
502,1137,309,745,5.34,2,0.0,1.4952
502,823,309,745,3.15,1,0.0,1.512
25,1138,26,746,368.91,9,0.0,180.7659
25,428,26,746,14.7,5,0.0,6.615
421,815,165,747,59.97,3,0.0,14.9925
421,227,165,747,83.36,1,0.0,20.84
119,1139,118,748,6.58,2,0.0,3.0268
119,807,118,748,122.94,3,0.0,59.0112
532,1093,202,347,219.84,4,0.0,107.7216
532,969,202,347,98.16,6,0.0,9.816
532,871,202,347,33.04,8,0.0,15.5288
532,1140,202,347,86.97,3,0.0,25.2213
533,824,310,749,134.97,3,0.0,64.7856
533,760,310,749,699.98,2,0.0,195.9944
533,1141,310,749,139.95,5,0.0,26.5905
155,599,165,750,48.94,1,0.0,24.47
262,1142,8,751,2807.84,8,0.0,673.8816
262,1143,8,751,46.64,4,0.0,12.5928
534,118,17,752,60.416,2,0.2,6.0416
535,923,311,753,107.94,3,0.0,26.985
281,869,24,754,63.84,8,0.0,16.5984
281,1144,24,754,347.97,3,0.0,100.9113
281,9,24,754,37.008,6,0.2,11.565
529,489,59,755,215.65,5,0.0,73.321
536,205,177,756,11.168,4,0.2,3.6296
536,1145,177,756,53.952,3,0.2,17.5344
217,1016,312,481,4.18,1,0.0,1.5048
217,1413,312,481,4.18,1,0.0,1.5048
351,443,64,276,5.607,1,0.7,-4.2987
351,470,64,276,4663.736,7,0.2,-1049.3406
351,1146,64,276,79.984,2,0.2,22.9954
137,891,14,757,2575.944,7,0.2,257.5944
137,1514,14,757,2575.944,7,0.2,257.5944
137,515,14,757,45.36,7,0.0,21.7728
137,482,14,757,254.24,7,0.0,76.272
537,1147,313,758,69.93,7,0.0,0.6993
97,1148,27,287,16.156,7,0.6,-12.117
97,1149,27,287,54.816,3,0.2,17.8152
384,122,246,759,1441.3,7,0.0,245.021
538,277,56,760,77.6,5,0.2,28.13
538,399,56,760,4.656,2,0.2,1.5714
408,225,63,761,170.136,3,0.2,-8.5068
329,1150,60,762,7.38,2,0.0,3.4686
329,184,60,762,9.26,2,0.0,3.0558
431,1151,2,763,9.96,2,0.0,4.5816
539,1152,37,764,75.6,2,0.8,-166.32
539,1153,37,764,29.32,2,0.6,-24.189
106,1154,37,765,92.064,6,0.8,-225.5568
106,53,37,765,6.976,4,0.2,1.8312
106,1155,37,765,62.958,3,0.3,-2.6982
106,1156,37,765,5.184,1,0.2,1.8144
194,872,314,766,31.32,10,0.7,-25.056
194,347,314,766,11.84,4,0.2,3.108
194,1157,314,766,22.784,1,0.2,4.8416
540,1158,315,767,1127.976,3,0.2,126.8973
541,718,258,718,38.88,6,0.0,18.6624
95,1159,178,768,779.796,2,0.4,-168.9558
360,1160,316,769,1439.92,8,0.0,374.3792
360,742,316,769,262.11,1,0.0,62.9064
335,874,234,770,207.0,3,0.2,25.875
443,1161,111,771,1439.982,3,0.4,-263.9967
443,1162,111,771,36.288,7,0.2,12.7008
529,19,317,772,21.4,5,0.0,6.206
469,161,237,773,1245.86,7,0.0,361.2994
542,3,44,774,17.544,3,0.2,5.9211
542,94,44,774,44.128,4,0.2,12.1352
542,1163,44,774,62.92,1,0.2,10.2245
542,128,44,774,78.304,2,0.2,29.364
542,568,44,774,78.304,2,0.2,29.364
543,1164,318,775,140.81,1,0.0,39.4268
136,302,66,776,40.096,4,0.2,13.5324
136,1165,66,776,40.784,2,0.6,-30.588
544,26,61,777,90.57,3,0.0,11.7741
527,130,226,778,40.08,6,0.0,19.2384
527,1166,226,778,37.68,2,0.0,15.8256
396,293,26,779,362.352,3,0.2,27.1764
396,309,26,779,7.184,2,0.2,2.245
344,1167,319,780,34.76,1,0.0,9.7328
344,583,319,780,831.2,5,0.0,124.68
344,1168,319,780,26.4,5,0.0,11.88
344,376,319,780,106.75,7,0.0,49.105
344,1169,319,780,97.82,2,0.0,45.9754
344,87,319,780,141.4,5,0.0,38.178
525,1170,4,781,14.52,3,0.0,4.7916
142,919,17,782,127.92,5,0.2,-15.99
142,1171,17,782,34.24,4,0.8,-53.072
81,15,320,783,137.62,2,0.0,60.5528
81,1172,320,783,100.49,1,0.0,25.1225
307,1173,30,784,257.568,2,0.2,-28.9764
307,175,30,784,119.96,4,0.0,33.5888
168,179,66,785,49.632,4,0.2,4.9632
545,311,43,786,727.45,5,0.5,-465.568
545,1174,43,786,24.96,3,0.2,4.368
244,1175,56,787,370.782,3,0.4,-92.6955
341,802,321,788,196.45,5,0.0,70.722
540,1176,106,789,31.104,6,0.2,10.8864
540,1177,106,789,78.256,2,0.2,-17.6076
231,718,6,790,6.48,1,0.0,3.1104
546,1178,35,791,99.2,5,0.0,25.792
546,448,35,791,801.568,2,0.2,50.098
546,1179,35,791,272.848,1,0.2,27.2848
547,1180,322,792,70.98,1,0.0,20.5842
89,893,48,793,16.224,2,0.2,5.8812
171,593,256,794,176.784,1,0.2,-22.098
548,474,66,795,470.376,3,0.2,47.0376
507,819,14,796,393.568,4,0.2,-44.2764
507,204,14,796,302.376,3,0.2,22.6782
317,996,134,797,68.742,9,0.7,-48.1194
167,1181,165,798,29.34,3,0.0,14.67
167,65,165,798,383.607,7,0.1,63.9345
167,125,165,798,383.607,7,0.1,63.9345
167,429,165,798,563.4,4,0.0,67.608
255,977,106,450,217.056,7,0.2,78.6828
298,1182,323,198,6.0,2,0.2,2.1
39,1183,35,799,31.56,3,0.0,10.4148
383,467,187,705,7.104,2,0.2,2.3976
383,904,187,705,398.352,8,0.7,-331.96
15,518,324,800,121.792,4,0.2,13.7016
15,344,324,800,409.59,3,0.4,-122.877
159,528,126,801,10.56,2,0.0,4.752
159,1184,126,801,3.38,1,0.0,1.2506
188,1181,325,616,7.824,1,0.2,2.934
264,1185,326,802,24.784,1,0.2,7.745
549,1186,327,737,34.65,3,0.0,10.395
124,575,328,803,487.984,2,0.2,152.495
124,935,328,803,487.984,2,0.2,152.495
550,1187,40,804,1793.98,2,0.0,843.1706
363,1188,329,805,29.808,2,0.2,10.8054
363,1189,329,805,505.176,4,0.7,-336.784
363,441,329,805,174.0585,3,0.45,-110.7645
477,919,330,806,191.88,6,0.0,19.188
109,1190,186,807,14.78,2,0.0,3.9906
461,650,331,808,5.184,1,0.2,1.8144
461,1191,331,808,478.48,2,0.2,47.848
461,945,331,808,28.4,2,0.2,6.745
551,421,305,809,909.12,8,0.0,9.0912
533,1192,332,810,2.952,2,0.7,-2.1648
533,496,332,810,27.018,6,0.7,-21.6144
460,1193,142,811,136.92,4,0.0,41.076
552,1194,188,812,18.96,2,0.0,8.532
35,219,142,813,99.39,3,0.0,40.7499
35,466,142,813,99.39,3,0.0,40.7499
396,1195,17,814,273.896,7,0.2,92.4399
396,1196,17,814,597.132,3,0.4,49.761
553,248,237,815,149.95,5,0.0,65.978
358,1197,252,816,4.608,2,0.2,1.6704
358,908,252,816,15.528,3,0.2,4.8525
358,645,252,816,11.952,3,0.2,3.8844
457,375,118,817,11.65,5,0.0,3.3785
540,1198,84,818,299.9,2,0.0,74.975
554,1199,291,819,895.92,5,0.2,302.373
554,1200,291,819,462.564,2,0.1,97.6524
90,1201,333,415,15.008,2,0.2,1.5008
555,1202,175,820,863.64,9,0.2,107.955
555,400,175,820,47.616,3,0.2,3.5712
269,336,143,821,92.94,3,0.0,41.823
269,336,236,821,92.94,3,0.0,41.823
353,297,95,822,199.98,2,0.0,69.993
412,1203,63,249,177.48,3,0.2,19.9665
303,420,77,823,88.768,2,0.2,31.0688
92,1204,60,824,6.48,1,0.0,3.1104
92,245,60,824,46.51,1,0.0,1.8604
92,911,60,824,659.976,3,0.2,49.4982
114,1205,58,744,271.992,1,0.2,23.7993
278,1206,300,825,145.74,3,0.0,23.3184
278,51,300,825,15.4,5,0.0,7.392
353,1169,10,826,244.55,5,0.0,114.9385
353,1207,10,826,166.16,8,0.0,59.8176
473,883,10,827,14.73,3,0.0,4.8609
556,1208,334,318,19.968,2,0.7,-13.312
556,1209,334,318,33.488,7,0.2,-1.2558
556,25,334,318,8.736,4,0.7,-6.1152
556,159,334,318,662.88,3,0.2,74.574
435,200,117,828,47.36,4,0.2,17.76
435,460,117,828,27.44,2,0.2,2.401
435,757,117,828,3.24,9,0.8,-5.184
106,1026,297,829,95.968,4,0.2,26.3912
106,1156,297,829,10.368,2,0.2,3.6288
557,334,30,416,23.1,2,0.0,6.468
557,1148,30,416,11.54,2,0.0,3.462
557,414,30,416,254.526,1,0.4,-93.3262
557,96,30,416,12.98,1,0.0,3.7642
557,933,30,416,26.432,8,0.2,8.9208
557,788,30,416,197.97,3,0.0,57.4113
557,1052,30,416,18.9,6,0.0,9.072
557,468,30,416,1282.41,5,0.1,213.735
557,1210,30,416,4.92,3,0.0,2.214
557,1211,30,416,238.0,2,0.0,38.08
557,203,30,416,167.97,3,0.0,40.3128
557,1128,30,416,17.12,4,0.0,7.704
356,813,335,830,16.2,3,0.0,7.776
356,1212,335,830,33.99,3,0.0,14.6157
356,1100,335,830,296.85,5,0.0,53.433
356,1213,335,830,112.8,6,0.0,6.768
356,1214,335,830,13.71,3,0.0,6.5808
356,1035,335,830,24.9,5,0.0,11.703
356,627,335,830,286.29,3,0.0,17.1774
356,1215,335,830,24.18,2,0.0,7.254
204,544,336,831,281.97,3,0.0,78.9516
204,1216,336,831,69.5,5,0.0,20.155
204,164,336,831,166.44,3,0.0,79.8912
218,173,313,313,291.96,4,0.0,102.186
530,1137,37,832,6.408,3,0.2,0.6408
530,173,37,832,408.744,7,0.2,76.6395
558,1217,27,833,5.104,4,0.8,-8.6768
558,811,27,833,2.896,2,0.2,0.4706
558,1218,27,833,35.016,3,0.2,-2.1885
128,198,154,834,275.97,3,0.0,11.0388
128,1219,154,834,1394.95,5,0.0,362.687
128,1220,154,834,545.88,6,0.0,70.9644
212,1221,161,835,5.248,2,0.2,0.5904
447,286,277,836,933.536,4,0.2,105.0228
447,232,277,836,42.976,4,0.2,4.2976
447,453,277,836,42.976,4,0.2,4.2976
153,626,113,837,3.76,2,0.0,1.8048
160,1222,337,838,479.96,4,0.0,134.3888
430,656,91,839,320.88,6,0.0,93.0552
430,746,91,839,23.88,3,0.0,10.5072
430,1080,91,839,26.76,4,0.0,12.3096
559,308,48,840,1439.976,4,0.4,191.9968
549,1223,335,841,17.22,3,0.0,7.9212
549,1224,335,841,1024.38,7,0.0,215.1198
549,1225,335,841,26.22,3,0.0,12.3234
549,1226,335,841,17.34,3,0.0,8.4966
559,933,64,842,4.956,4,0.7,-3.7996
530,432,331,394,71.04,6,0.2,26.64
530,1227,331,394,5.344,2,0.2,0.7348
530,1228,331,394,11.304,3,0.2,-2.1195
560,1229,67,843,294.62,5,0.8,-766.012
560,498,67,843,8.752,4,0.6,-3.7196
541,552,338,844,15.0,4,0.0,7.2
541,299,338,844,161.61,1,0.0,42.0186
541,1140,338,844,144.95,5,0.0,42.0355
561,98,55,845,199.95,5,0.0,21.9945
561,1064,55,845,41.86,7,0.0,14.2324
528,919,176,846,95.94,3,0.0,9.594
528,65,176,846,304.45,5,0.0,76.1125
528,125,176,846,304.45,5,0.0,76.1125
338,93,339,845,11.364,3,0.8,-17.046
339,759,340,135,29.68,7,0.0,11.5752
339,236,340,135,47.53,7,0.0,16.1602
497,1230,37,527,183.372,2,0.3,-36.6744
441,1049,341,847,4.224,3,0.2,0.4752
441,78,341,847,333.056,2,0.2,29.1424
441,571,341,847,24.896,4,0.2,7.78
562,596,17,848,159.984,2,0.2,35.9964
562,1231,17,848,46.344,3,0.2,4.6344
563,1142,342,32,350.98,1,0.0,84.2352
563,1232,342,32,13.08,2,0.0,6.0168
563,914,342,32,900.08,4,0.0,117.0104
319,1055,343,849,17.568,2,0.2,6.3684
319,3,343,849,14.62,2,0.0,6.8714
319,1069,343,849,33.36,4,0.0,8.6736
319,188,343,849,40.14,6,0.0,19.6686
564,523,260,850,1606.23,9,0.0,481.869
564,128,260,850,17.04,3,0.0,7.668
564,568,260,850,17.04,3,0.0,7.668
564,735,260,850,49.53,3,0.0,23.7744
564,641,260,850,872.32,4,0.0,244.2496
422,989,254,851,239.12,5,0.2,77.714
508,637,6,852,141.96,2,0.0,39.7488
92,342,195,177,33.024,2,0.2,11.5584
92,547,195,177,67.136,4,0.2,23.4976
324,187,344,28,14.73,3,0.0,6.9231
324,1233,344,28,104.9,5,0.0,25.176
324,792,344,28,61.04,4,0.0,30.52
324,1039,344,28,10.95,3,0.0,5.1465
335,713,7,11,9.392,2,0.2,3.2872
335,1143,7,11,9.328,1,0.2,0.8162
565,871,39,313,8.26,2,0.0,3.8822
565,52,39,313,269.97,3,0.0,51.2943
195,366,345,853,29.04,3,0.0,13.9392
195,1111,345,853,14.62,2,0.0,6.8714
382,1234,346,854,11.952,3,0.2,4.3326
382,878,346,854,4.536,7,0.7,-3.3264
382,792,346,854,9.156,2,0.7,-6.104
382,1166,346,854,75.36,5,0.2,20.724
183,1235,189,855,57.504,6,0.2,20.1264
479,932,347,133,38.864,7,0.2,7.7728
11,998,15,856,15.552,3,0.2,5.4432
566,729,348,265,162.64,2,0.0,45.5392
566,258,348,265,597.0,3,0.0,280.59
566,420,348,265,55.48,1,0.0,26.6304
243,29,64,857,289.8,7,0.2,36.225
243,1339,64,857,289.8,7,0.2,36.225
243,763,64,857,2.502,3,0.7,-2.0016
243,813,64,857,6.48,4,0.7,-4.752
243,1236,64,857,341.488,8,0.3,-73.176
243,326,64,857,11.12,5,0.2,0.834
243,1237,64,857,25.344,6,0.2,3.4848
503,1148,239,858,17.31,3,0.0,5.193
237,1238,84,859,199.95,5,0.0,63.984
237,635,84,859,1586.69,7,0.0,412.5394
237,107,84,859,84.99,1,0.0,30.5964
237,122,84,859,411.8,2,0.0,70.006
56,1239,14,860,11.34,3,0.0,5.2164
56,1240,14,860,80.3,5,0.0,20.878
56,1241,14,860,15.968,2,0.2,5.3892
56,1242,14,860,64.74,13,0.0,30.4278
56,1298,14,860,64.74,13,0.0,30.4278
56,1243,14,860,19.296,3,0.2,6.03
56,542,14,860,405.64,4,0.0,12.1692
56,1236,14,860,146.352,3,0.2,-9.147
56,1141,14,860,251.91,9,0.0,47.8629
56,1034,14,860,12.39,3,0.0,3.717
234,1244,283,861,199.96,4,0.0,69.986
234,1245,283,861,710.832,3,0.2,-97.7394
567,631,64,862,1.941,1,0.7,-1.294
568,370,349,792,283.92,5,0.2,-46.137
569,1214,60,87,7.312,2,0.2,2.5592
490,1246,91,863,59.97,3,0.0,13.7931
490,1247,91,863,761.544,7,0.2,66.6351
310,277,35,864,58.2,3,0.0,28.518
570,228,309,650,39.9,5,0.0,19.95
570,96,309,650,90.86,7,0.0,26.3494
570,276,309,650,94.85,5,0.0,45.528
334,1248,52,865,106.232,7,0.2,37.1812
334,605,52,865,111.984,2,0.2,11.1984
334,770,52,865,7.712,2,0.2,1.7352
243,918,142,866,37.44,6,0.0,16.848
526,432,67,867,23.68,2,0.2,8.88
6,586,30,868,122.12,4,0.0,56.1752
6,1249,30,868,18.45,5,0.0,8.6715
6,394,30,868,324.9,5,0.0,38.988
6,1169,30,868,146.73,3,0.0,68.9631
6,1250,30,868,3.96,2,0.0,1.4652
200,1251,350,869,5.76,2,0.0,2.6496
571,614,50,870,26.55,3,0.0,13.0095
571,1127,50,870,310.443,3,0.3,-48.7839
89,1002,351,847,479.9,5,0.0,81.583
498,510,215,871,12.88,1,0.0,0.3864
12,1252,125,872,13.12,5,0.2,1.476
18,1253,130,873,511.84,8,0.0,240.5648
18,1254,130,873,91.96,4,0.0,25.7488
18,452,130,873,8.34,3,0.0,2.1684
77,962,41,874,37.68,3,0.2,2.355
77,1146,41,874,279.944,7,0.2,80.4839
410,1255,77,875,636.408,3,0.2,-15.9102
410,1072,77,875,83.168,4,0.2,9.3564
572,397,116,876,259.136,4,0.2,-25.9136
313,450,30,877,221.92,4,0.0,106.5216
313,1256,30,877,221.92,4,0.0,106.5216
313,199,30,877,26.0,2,0.0,11.7
573,984,252,878,15.552,3,0.2,5.4432
429,238,352,879,0.876,1,0.8,-1.4016
66,371,72,880,19.98,1,0.0,9.3906
66,904,72,880,398.352,3,0.2,124.485
66,1257,72,880,5.04,3,0.0,1.26
66,205,72,880,17.45,5,0.0,8.027
66,39,72,880,323.136,4,0.2,20.196
66,563,72,880,29.7,3,0.0,8.019
66,1258,72,880,1295.84,4,0.2,145.782
66,1259,72,880,46.84,2,0.0,12.6468
66,1260,72,880,425.833,1,0.15,20.0392
66,1365,72,880,425.833,1,0.15,20.0392
344,1121,145,881,209.67,1,0.4,-13.978
574,396,353,32,159.88,7,0.0,73.5448
339,220,60,882,5.28,1,0.0,2.376
339,1199,60,882,895.92,5,0.2,302.373
466,750,354,883,2.808,3,0.7,-1.9656
81,52,355,590,215.976,3,0.2,-2.6997
383,369,243,884,241.96,2,0.0,41.1332
383,86,243,884,27.72,9,0.0,13.3056
383,1261,106,259,104.68,5,0.2,35.3295
383,1262,106,259,62.958,7,0.4,9.4437
575,359,106,885,86.376,3,0.2,1.0797
452,1263,64,415,64.944,3,0.2,6.4944
452,1014,64,415,20.736,4,0.2,7.2576
576,1264,356,886,33.28,4,0.0,9.3184
576,1265,356,886,38.52,9,0.0,11.9412
576,899,356,886,139.86,7,0.0,60.1398
298,1266,165,7,19.65,3,0.0,9.039
577,14,64,114,152.991,3,0.7,-122.3928
577,978,64,114,10.584,7,0.2,-2.3814
577,1267,64,114,94.92,4,0.4,15.82
578,1268,71,887,14.76,5,0.6,-11.439
578,1214,71,887,3.656,4,0.8,-5.8496
559,599,30,888,146.82,3,0.0,73.41
266,352,256,889,149.544,9,0.2,50.4711
266,1269,256,889,17.14,2,0.0,4.4564
266,1270,256,889,991.764,3,0.4,-347.1174
159,70,12,890,30.48,6,0.2,9.906
159,127,12,890,23.988,2,0.4,-4.7976
159,129,12,890,16.688,7,0.2,5.4236
379,230,357,891,422.058,3,0.3,-18.0882
379,134,357,891,38.088,4,0.7,-27.9312
379,46,357,891,254.352,6,0.2,-50.8704
577,791,138,892,43.31,1,0.0,4.331
158,1271,46,893,84.95,5,0.0,22.087
579,921,358,760,233.058,3,0.3,-53.2704
580,407,359,894,111.79,7,0.0,43.5981
482,1035,360,7,14.94,3,0.0,7.0218
113,614,30,895,14.16,2,0.2,5.133
409,1166,177,896,22.608,3,0.6,-10.1736
446,296,4,897,21.48,6,0.0,10.74
232,755,40,772,501.81,3,0.0,0.0
232,401,40,772,161.94,3,0.0,9.7164
72,1272,263,230,17.856,4,0.2,2.0088
230,916,27,597,8.808,3,0.8,-14.9736
110,1081,94,898,79.384,1,0.2,29.769
109,1273,233,899,34.58,1,0.0,10.0282
581,1089,361,900,314.55,3,0.0,150.984
67,663,162,64,191.976,3,0.2,23.997
67,1274,162,64,8.288,2,0.2,3.0044
67,589,162,64,139.92,5,0.6,-150.414
67,1178,162,64,15.872,1,0.2,1.1904
67,309,162,64,6.286,7,0.8,-11.0005
582,517,362,901,14.016,3,0.2,1.752
582,707,362,901,71.976,3,0.2,-8.997
582,162,362,901,107.982,3,0.4,-26.9955
19,641,363,792,305.312,2,0.3,-8.7232
583,1275,35,902,19.752,3,0.2,6.9132
61,1098,33,903,9.264,3,0.8,-13.896
567,1231,17,904,61.792,4,0.2,6.1792
584,1276,364,905,45.68,2,0.0,21.0128
584,1094,364,905,60.12,9,0.0,28.8576
584,1135,364,905,41.72,5,0.2,13.0375
584,425,364,905,71.6,8,0.0,32.936
171,340,30,906,85.232,7,0.2,30.8966
171,432,30,906,44.4,3,0.0,22.2
171,1277,30,906,442.764,4,0.1,59.0352
171,1161,30,906,3999.95,5,0.0,1159.9855
171,98,30,906,199.95,5,0.0,21.9945
171,746,30,906,63.68,8,0.0,28.0192
97,143,206,907,54.896,2,0.2,18.5274
585,176,365,908,29.0,2,0.0,7.25
583,1050,135,909,70.08,6,0.0,35.04
583,72,135,909,121.3,2,0.0,25.473
583,299,135,909,1454.49,9,0.0,378.1674
239,1278,14,891,60.81,3,0.0,17.0268
276,1253,60,26,153.552,3,0.2,51.8238
276,1123,60,26,65.34,3,0.0,22.869
276,1040,60,26,123.92,4,0.0,55.764
276,1279,60,26,35.1,3,0.0,12.285
276,1054,60,26,44.75,5,0.0,8.5025
370,136,366,910,4.704,2,0.2,0.4116
570,569,154,700,14.67,3,0.0,3.9609
238,90,75,302,15.552,3,0.2,5.4432
238,1232,75,302,5.232,1,0.2,1.7004
300,347,367,136,22.2,6,0.0,9.102
300,204,367,136,881.93,7,0.0,229.3018
458,317,6,67,6.096,2,0.2,2.1336
458,1280,6,67,191.82,3,0.0,74.8098
57,1011,208,911,20.104,1,0.2,1.7591
57,1281,208,911,20.104,1,0.2,1.7591
345,1282,49,912,67.56,3,0.2,8.445
586,413,174,913,29.932,7,0.8,-46.3946
586,181,174,913,38.272,4,0.2,3.8272
43,106,30,914,16.52,4,0.0,7.5992
587,1283,70,915,832.93,7,0.0,233.2204
587,238,70,915,43.8,10,0.0,21.024
147,1284,368,916,167.292,6,0.1,29.7408
350,913,46,792,27.42,1,0.0,11.2422
516,757,59,917,1.44,1,0.2,0.504
516,307,59,917,61.776,13,0.2,20.8494
516,649,59,917,241.96,2,0.0,60.49
516,864,59,917,241.96,2,0.0,60.49
516,1285,59,917,108.608,4,0.2,9.5032
588,1286,134,61,2.816,2,0.2,0.9856
589,750,95,918,9.984,4,0.2,3.6192
589,357,95,918,14.98,1,0.0,4.1944
589,1129,95,918,1145.6,4,0.2,100.24
590,1258,369,919,485.94,2,0.4,-89.089
590,517,369,919,37.376,8,0.2,4.672
590,213,369,919,70.686,1,0.3,-24.2352
106,1287,64,920,54.816,3,0.2,17.8152
591,1288,370,217,72.294,1,0.7,-98.8018
157,811,111,921,2.896,2,0.2,0.4706
157,500,111,921,124.792,1,0.2,15.599
412,1270,24,922,330.588,1,0.4,-115.7058
398,1189,35,923,673.568,2,0.2,252.588
398,1289,35,923,52.98,2,0.0,14.8344
592,800,242,651,526.45,5,0.0,31.587
582,1290,27,924,228.92,5,0.2,14.3075
265,1291,41,837,319.968,4,0.2,35.9964
426,832,371,925,205.03,7,0.0,67.6599
565,627,305,926,190.86,2,0.0,11.4516
565,1292,305,926,24.32,8,0.0,8.2688
564,1293,268,265,44.4,5,0.0,12.432
320,1294,27,927,44.4,2,0.6,-52.17
593,454,14,928,1016.792,1,0.2,381.297
593,1295,14,928,38.136,7,0.2,13.3476
565,911,64,475,494.982,3,0.4,-115.4958
594,87,55,792,56.56,2,0.0,15.2712
594,452,55,792,5.56,2,0.0,1.4456
594,490,55,792,9.02,2,0.0,3.5178
594,23,55,792,8.62,1,0.0,2.2412
594,911,55,792,659.976,3,0.2,49.4982
595,1296,26,929,13.36,2,0.0,6.4128
595,1135,26,929,41.72,5,0.2,13.0375
595,620,26,929,11.52,5,0.2,4.176
595,1297,26,929,541.44,6,0.0,157.0176
595,1242,26,929,19.44,3,0.0,9.3312
595,1298,26,929,19.44,3,0.0,9.3312
452,138,189,245,143.7,3,0.0,68.976
429,338,95,930,43.26,3,0.0,14.2758
429,1123,95,930,43.56,2,0.0,15.246
157,1299,372,44,437.85,3,0.0,131.355
157,867,372,44,109.48,2,0.0,33.9388
60,380,35,931,1212.96,7,0.2,90.972
60,1300,35,931,18.54,2,0.0,8.7138
596,665,143,657,5.0,1,0.0,2.4
596,665,236,657,5.0,1,0.0,2.4
596,701,143,657,371.97,3,0.0,66.9546
596,701,236,657,371.97,3,0.0,66.9546
596,1083,143,657,371.97,3,0.0,66.9546
596,1083,236,657,371.97,3,0.0,66.9546
597,583,46,932,166.24,1,0.0,24.936
598,580,102,933,359.97,3,0.0,79.1934
212,1301,149,934,499.98,2,0.0,114.9954
212,220,149,934,5.28,1,0.0,2.376
212,933,149,934,8.26,2,0.0,3.8822
599,1302,234,935,7.968,2,0.2,2.6892
600,1303,61,936,12.96,2,0.0,6.3504
159,1304,145,937,6.48,1,0.0,3.1104
159,45,145,937,6.984,1,0.2,2.3571
150,372,124,99,47.96,5,0.2,4.1965
80,1305,60,938,199.74,6,0.0,47.9376
140,1306,35,939,435.26,7,0.0,95.7572
140,1307,35,939,1119.984,2,0.2,377.9946
154,1308,2,582,143.432,1,0.2,3.5858
154,24,2,582,122.352,3,0.2,13.7646
216,861,373,940,306.2,5,0.0,0.0
216,987,373,940,85.98,1,0.0,22.3548
216,203,373,940,223.96,4,0.0,53.7504
601,1236,61,941,97.568,2,0.2,-6.098
601,1002,61,941,614.272,8,0.2,-23.0352
601,907,61,941,199.98,2,0.0,37.9962
525,322,265,382,48.16,7,0.0,22.1536
228,181,374,942,23.92,2,0.0,6.6976
228,1309,374,942,60.69,7,0.0,16.3863
602,1310,109,943,14.352,3,0.2,5.2026
395,1311,271,133,35.04,2,0.0,12.264
122,1312,214,944,17.48,5,0.2,1.311
573,843,4,213,16.4,5,0.0,4.756
603,1313,61,945,892.98,2,0.0,80.3682
379,670,113,946,287.97,3,0.0,77.7519
379,1081,113,946,595.38,6,0.0,297.69
379,785,113,946,12.96,2,0.0,6.2208
379,1729,113,946,12.96,2,0.0,6.2208
426,505,30,90,4.95,1,0.0,1.3365
525,72,265,66,181.95,3,0.0,38.2095
105,947,165,947,13.52,4,0.0,6.2192
105,695,165,947,259.7,5,0.0,106.477
105,1314,165,947,42.95,1,0.0,1.2885
105,657,165,947,1399.93,7,0.0,601.9699
105,483,165,947,503.96,4,0.0,125.99
